"","uid_max","visitor_access_level","total_days","missing","other web sites","search engines","social networks","typed/bookmarked","Purchase.IDs","Referrer.Type","product"
"841","1143940",0,1,0,0,0,0,0,"D6003911","search engines","Digital Only"
"842","1143958",1,7,0,1,4,0,3,"D6064928","typed/bookmarked","Digital Only"
"843","1143971",1,2,0,0,0,0,1,"D6014689","typed/bookmarked","Digital Only"
"844","1143981",0,1,0,0,0,0,0,"D6014565","social networks","Digital Only"
"845","1143995",1,4,2,0,2,0,2,"D6056033","typed/bookmarked","Digital Only"
"846","1143999",0,1,0,0,0,0,0,"D6014702","search engines","Digital Only"
"847","1144002",0,1,0,0,0,0,0,"D6017612","typed/bookmarked","Digital Only"
"848","1144007",0,1,0,0,0,0,0,"D6017628","other web sites","Digital Only"
"849","1144029",0,1,0,0,0,0,0,"D6020625","search engines","Digital Only"
"850","1144031",3,1,0,0,1,0,0,"D6020632","search engines","Digital Only"
"851","1144042",1,1,0,0,0,0,0,"D6020697","social networks","Digital Only"
"852","1144044",1,16,0,0,0,0,18,"D6313502","typed/bookmarked","Digital Only"
"853","1144050",0,1,0,0,0,0,0,"D6020755","typed/bookmarked","Digital and Print"
"854","1144056",0,1,0,0,0,0,0,"D6020774","typed/bookmarked","Digital Only"
"855","1144058",1,1,0,0,0,0,0,"D6020779","search engines","Health Pulse"
"856","1144078",0,1,0,0,0,0,0,"D6020854","typed/bookmarked","Digital Only"
"857","1144079",0,1,0,0,0,0,0,"D6020858","search engines","Digital and Print"
"858","1144101",0,1,0,0,0,0,0,"D6020955","missing","Digital Only"
"859","1144105",1,1,0,0,0,0,0,"D6021040","search engines","Digital Only"
"860","1144121",1,1,0,0,0,0,0,"D6021141","search engines","Digital Only"
"861","1144128",0,1,0,0,0,0,0,"D6026499","typed/bookmarked","Digital Only"
"862","1144131",0,1,0,1,0,0,0,"D6026514","search engines","Digital Only"
"863","1144139",3,1,0,0,1,0,1,"D6026576","other web sites","Digital Only"
"864","1144160",0,1,0,0,0,0,0,"D6026635","social networks","Digital Only"
"865","1144227",1,2,0,0,1,0,1,"D6183348","typed/bookmarked","Digital Only"
"866","1144230",1,4,0,0,1,0,3,"D6058304","typed/bookmarked","Digital Only"
"867","1144235",0,1,0,0,0,0,1,"D6026913","search engines","Digital Only"
"868","1144241",0,1,0,0,0,0,0,"D6026953","missing","Digital Only"
"869","1144245",0,1,0,0,0,0,0,"D6026981","typed/bookmarked","Digital Only"
"870","1144255",3,1,0,0,0,0,0,"D6027044","typed/bookmarked","Digital Only"
"871","1144274",0,1,0,0,0,0,0,"D6027167","typed/bookmarked","Health Pulse"
"872","1144277",0,1,0,0,0,0,0,"D6027208","typed/bookmarked","Digital Only"
"873","1144287",0,1,0,0,0,0,0,"D6040635","search engines","Digital Only"
"874","1144363",3,1,0,0,0,0,2,"D6027530","typed/bookmarked","Digital and Print"
"875","1144365",0,1,0,0,0,0,0,"D6027531","search engines","Digital Only"
"876","1144366",0,1,0,0,0,0,0,"D6027543","typed/bookmarked","Digital Only"
"877","1144375",0,1,0,0,0,0,0,"D6027563","search engines","Digital Only"
"878","1144394",0,1,0,0,0,0,0,"D6027734","typed/bookmarked","Digital Only"
"879","1144402",3,1,0,0,0,0,1,"D6027858","typed/bookmarked","Digital Only"
"880","1144407",0,1,0,0,0,0,0,"D6027957","missing","Digital and Print"
"881","1144417",1,1,0,0,0,0,1,"D6028266","search engines","Digital Only"
"882","1144425",1,2,0,0,1,0,0,"D6029678","missing","Digital Only"
"883","1144426",0,1,0,0,0,0,0,"D6028289","typed/bookmarked","Digital Only"
"884","1144440",0,1,0,0,0,0,0,"D6030372","search engines","Digital Only"
"885","1144448",1,5,0,0,1,0,3,"D6271332","typed/bookmarked","Digital Only"
"886","1144460",1,1,0,0,0,0,0,"D6029559","search engines","Digital Only"
"887","1144462",0,1,0,0,0,0,0,"D6029566","search engines","Digital Only"
"888","1144463",0,1,0,0,0,0,0,"D6029572","typed/bookmarked","Digital Only"
"889","1144465",0,1,0,0,0,0,0,"D6029595","search engines","Digital Only"
"890","1144472",0,1,0,0,0,0,0,"D6029605","search engines","Digital Only"
"891","1144489",1,8,0,0,1,0,8,"D6288542","search engines","Digital Only"
"892","1144499",0,1,0,0,0,0,0,"D6029703","typed/bookmarked","Digital Only"
"893","1144521",1,1,0,0,1,0,1,"D6029817","search engines","Digital Only"
"894","1144524",1,4,0,0,0,0,3,"D6043746","typed/bookmarked","Digital Only"
"895","1144535",0,1,0,0,0,0,1,"D6029945","other web sites","Digital Only"
"896","1144536",1,1,0,0,1,0,0,"D6029962","other web sites","Digital Only"
"897","1144537",1,10,0,0,1,0,8,"D6314930","typed/bookmarked","Digital Only"
"898","1144539",0,1,0,0,0,0,0,"D6030035","social networks","Digital Only"
"899","1144546",1,3,0,0,0,0,4,"D6161256","missing","Health Pulse"
"900","1144548",0,1,0,0,0,0,0,"D6030089","search engines","Health Pulse"
"901","1144560",0,1,0,0,0,0,0,"D6030166","search engines","Digital Only"
"902","1144568",0,1,0,0,0,0,0,"D6030273","search engines","Digital Only"
"903","1144573",0,1,0,0,0,0,0,"D6030304","typed/bookmarked","Digital Only"
"904","1144578",1,3,0,0,0,0,2,"D6042038","typed/bookmarked","Digital Only"
"905","1144584",0,1,0,0,0,0,0,"D6030339","missing","Digital Only"
"906","1144589",0,1,0,0,0,0,0,"D6030352","typed/bookmarked","Digital Only"
"907","1144590",1,1,0,0,0,0,1,"D6030353","other web sites","Digital Only"
"908","1144614",1,1,0,0,0,0,0,"D6030505","typed/bookmarked","Digital Only"
"909","1144620",0,1,0,0,0,0,0,"D6030512","typed/bookmarked","Digital and Print"
"910","1144631",3,1,0,0,0,0,1,"D6030528","social networks","Digital Only"
"911","1144644",1,1,0,0,0,0,0,"D6030595","typed/bookmarked","Digital Only"
"912","1144657",1,1,0,0,0,0,0,"D6030650","typed/bookmarked","Digital Only"
"913","1144671",1,1,0,0,0,0,0,"D6030713","missing","Digital Only"
"914","1144676",1,9,0,0,0,0,8,"D6309220","typed/bookmarked","Health Pulse"
"915","1144683",0,1,0,0,0,0,0,"D6030817","search engines","Digital Only"
"916","1144688",1,3,0,0,2,0,1,"D6073036","other web sites","Digital Only"
"917","1144708",0,1,0,0,1,0,0,"D6031364","social networks","Digital Only"
"918","1144728",0,1,0,0,1,0,0,"D6031406","other web sites","Digital Only"
"919","1144740",1,1,0,0,0,0,0,"D6031499","typed/bookmarked","Digital Only"
"920","1144745",0,1,0,0,0,0,0,"D6031525","other web sites","Digital Only"
"921","1144747",0,1,0,0,0,0,0,"D6031528","search engines","Digital Only"
"922","1144758",0,1,0,0,0,0,0,"D6031570","search engines","Digital Only"
"923","1144773",1,4,0,0,0,0,3,"D6216265","typed/bookmarked","Health Pulse"
"924","1144799",0,1,0,0,0,0,0,"D6039784","typed/bookmarked","Digital Only"
"925","1144829",1,2,1,1,1,0,0,"D6041839","typed/bookmarked","Digital Only"
"926","1144831",0,1,0,0,0,0,0,"D6039892","search engines","Digital Only"
"927","1144840",0,1,0,0,0,0,0,"D6039971","typed/bookmarked","Health Pulse"
"928","1144879",3,1,0,0,0,0,1,"D6040316","typed/bookmarked","Health Pulse"
"929","1144896",0,1,0,0,0,0,0,"D6040448","missing","Digital Only"
"930","1144900",1,1,0,0,1,0,0,"D6040468","social networks","Digital Only"
"931","1144902",0,1,0,0,0,0,0,"D6040486","search engines","Digital Only"
"932","1144909",1,3,1,0,0,0,1,"D6076465","typed/bookmarked","Digital Only"
"933","1144910",0,1,0,0,0,0,0,"D6040512","typed/bookmarked","Digital Only"
"934","1144914",0,1,0,0,0,0,0,"D6040548","typed/bookmarked","Digital Only"
"935","1144928",1,8,0,0,0,10,0,"D6204703","social networks","Digital Only"
"936","1144929",0,1,0,0,0,0,0,"D6040654","search engines","Digital Only"
"937","1144950",0,1,0,0,0,1,0,"D6042068","search engines","Digital Only"
"938","1144960",1,1,0,0,0,0,0,"D6040987","typed/bookmarked","Digital Only"
"939","1145035",1,4,0,0,0,0,3,"D6233971","typed/bookmarked","Digital Only"
"940","1145038",1,4,0,0,0,0,5,"D6064435","typed/bookmarked","Digital and Print"
"941","1145041",1,1,0,0,1,1,0,"D6042062","other web sites","Digital Only"
"942","1145065",0,1,0,0,0,0,0,"D6042279","search engines","Digital Only"
"943","1145070",1,8,4,0,1,0,13,"D6103270","typed/bookmarked","Digital Only"
"944","1145079",1,1,0,0,0,0,0,"D6042310","typed/bookmarked","Digital and Print"
"945","1145091",0,1,0,0,0,0,0,"D6042348","search engines","Digital Only"
"946","1145121",1,4,0,0,0,0,8,"D6058279","typed/bookmarked","Digital Only"
"947","1145134",0,1,0,0,0,0,0,"D6042922","other web sites","Digital Only"
"948","1145148",0,1,0,0,0,0,0,"D6043002","typed/bookmarked","Health Pulse"
"949","1145149",1,1,0,0,0,0,0,"D6043004","social networks","Digital Only"
"950","1145153",0,1,0,0,0,0,0,"D6043015","typed/bookmarked","Digital Only"
"951","1145155",0,1,0,0,0,0,0,"D6043023","search engines","Digital Only"
"952","1145156",1,3,0,0,2,0,0,"D6171221","typed/bookmarked","Digital Only"
"953","1145160",0,1,0,0,0,0,0,"D6043042","missing","Digital Only"
"954","1145167",1,6,2,0,4,0,0,"D6288533","missing","Digital Only"
"955","1145168",1,3,0,0,0,2,0,"D6314642","typed/bookmarked","Digital Only"
"956","1145188",0,1,0,0,0,0,0,"D6045622","typed/bookmarked","Digital Only"
"957","1145193",1,1,0,0,0,0,0,"D6043163","search engines","Digital Only"
"958","1145201",0,1,0,0,0,0,1,"D6043181","other web sites","Digital Only"
"959","1145208",0,1,0,0,0,0,1,"D6043221","search engines","Digital Only"
"960","1145210",0,1,0,0,0,0,0,"D6043232","missing","Digital Only"
"961","1145217",0,1,0,0,0,0,0,"D6043257","typed/bookmarked","Digital Only"
"962","1145228",0,1,0,0,0,0,0,"D6043295","typed/bookmarked","Digital Only"
"963","1145293",0,1,0,0,0,0,0,"D6043647","social networks","Digital Only"
"964","1145297",3,13,0,0,4,0,11,"D6154090","typed/bookmarked","Digital Only"
"965","1145303",0,1,0,0,0,0,0,"D6043673","missing","Digital Only"
"966","1145307",0,1,0,0,0,0,0,"D6043676","search engines","Digital Only"
"967","1145345",1,11,3,0,1,0,11,"D6264320","typed/bookmarked","Digital Only"
"968","1145349",1,1,0,0,1,0,0,"D6043775","typed/bookmarked","Digital Only"
"969","1145350",1,7,0,0,0,0,6,"D6335316","typed/bookmarked","Health Pulse"
"970","1145354",0,1,0,0,0,0,0,"D6043800","social networks","Digital Only"
"971","1145376",1,1,0,0,0,0,0,"D6044041","search engines","Digital Only"
"972","1145379",0,1,0,0,0,0,0,"D6044045","search engines","Digital Only"
"973","1145404",0,1,0,0,0,0,0,"D6045731","search engines","Digital Only"
"974","1145424",1,7,0,0,4,0,3,"D6265145","search engines","Digital Only"
"975","1145443",1,9,0,0,2,0,7,"D6346138","missing","Health Pulse"
"976","1145458",1,1,0,0,0,0,1,"D6046513","search engines","Digital Only"
"977","1145505",0,1,0,0,0,0,0,"D6055501","typed/bookmarked","Digital Only"
"978","1145513",0,1,0,0,0,0,0,"D6055550","missing","Digital Only"
"979","1145514",0,1,0,0,0,0,0,"D6223854","typed/bookmarked","Health Pulse"
"980","1145517",1,7,0,0,0,0,8,"D6284438","typed/bookmarked","Digital Only"
"981","1145518",0,1,0,0,0,0,0,"D6055557","typed/bookmarked","Digital Only"
"982","1145522",0,1,0,0,0,0,0,"D6055568","search engines","Digital Only"
"983","1145530",1,3,2,0,0,0,8,"D6072961","other web sites","Digital Only"
"984","1145567",0,1,0,0,0,0,0,"D6057660","typed/bookmarked","Digital Only"
"985","1145569",1,1,0,0,0,0,0,"D6055811","typed/bookmarked","Digital Only"
"986","1145570",0,1,0,0,0,0,0,"D6055788","search engines","Digital Only"
"987","1145573",0,1,0,0,0,0,0,"D6055803","other web sites","Digital Only"
"988","1145578",0,1,0,0,0,0,0,"D6055820","typed/bookmarked","Digital Only"
"989","1145580",0,1,0,0,0,0,0,"D6055826","missing","Digital Only"
"990","1145584",0,1,0,0,0,0,0,"D6055850","typed/bookmarked","Digital Only"
"991","1145589",0,1,0,0,0,0,0,"D6055921","typed/bookmarked","Health Pulse"
"992","1145597",3,1,0,0,1,0,1,"D6055971","typed/bookmarked","Digital Only"
"993","1145610",0,1,0,0,0,0,0,"D6056131","typed/bookmarked","Digital Only"
"994","1145623",0,1,0,0,1,0,0,"D6056166","other web sites","Digital Only"
"995","1145632",0,1,0,0,0,0,0,"D6056196","typed/bookmarked","Digital Only"
"996","1145640",1,3,0,0,2,0,2,"D6076066","typed/bookmarked","Digital Only"
"997","1145643",0,1,0,0,0,0,0,"D6056282","search engines","Digital Only"
"998","1145651",0,1,0,0,0,0,1,"D6056315","search engines","Digital Only"
"999","1145672",1,5,0,1,0,0,5,"D6075182","typed/bookmarked","Digital Only"
"1000","1145674",3,1,0,0,1,0,0,"D6269606","typed/bookmarked","Digital Only"
"1001","1145676",3,1,0,0,1,0,0,"D6056393","typed/bookmarked","Digital Only"
"1002","1145681",0,1,0,0,0,0,0,"D6056424","typed/bookmarked","Health Pulse"
"1003","1145686",3,1,0,0,0,0,1,"D6056479","search engines","Digital Only"
"1004","1145688",3,1,0,0,0,0,0,"D6056488","typed/bookmarked","Digital Only"
"1005","1145709",0,1,0,0,0,0,0,"D6056647","search engines","Digital Only"
"1006","1145717",1,1,0,0,0,0,0,"D6056825","social networks","Digital Only"
"1007","1145724",0,1,0,0,0,0,0,"D6056867","search engines","Health Pulse"
"1008","1145748",0,1,0,0,0,0,0,"D6057051","typed/bookmarked","Digital Only"
"1009","1145750",0,1,0,0,0,0,0,"D6057064","typed/bookmarked","Digital Only"
"1010","1145782",3,1,0,0,1,0,2,"D6058262","typed/bookmarked","Digital Only"
"1011","1145784",1,4,1,0,0,0,3,"D6102354","search engines","Digital Only"
"1012","1145824",0,1,0,0,0,0,0,"D6057757","typed/bookmarked","Digital and Print"
"1013","1145839",0,1,0,0,0,0,0,"D6058252","typed/bookmarked","Health Pulse"
"1014","1145853",3,1,0,0,0,0,1,"D6058317","search engines","Digital Only"
"1015","1145889",0,1,0,0,0,0,0,"D6064461","social networks","Digital Only"
"1016","1145916",1,10,0,0,0,0,12,"D6283914","typed/bookmarked","Digital Only"
"1017","1145918",1,1,0,0,0,0,2,"D6064623","typed/bookmarked","Digital Only"
"1018","1145921",1,1,0,0,0,0,0,"D6064617","typed/bookmarked","Digital Only"
"1019","1145924",0,1,0,0,0,0,0,"D6064645","typed/bookmarked","Digital Only"
"1020","1145929",1,16,0,2,3,0,15,"D6224038","typed/bookmarked","Digital Only"
"1021","1145936",0,1,0,0,0,0,0,"D6064670","typed/bookmarked","Digital Only"
"1022","1145943",3,1,0,0,1,0,1,"D6064693","search engines","Digital Only"
"1023","1145951",3,1,0,0,0,0,1,"D6064712","typed/bookmarked","Digital Only"
"1024","1145959",3,1,0,0,0,0,1,"D6064734","search engines","Digital Only"
"1025","1145960",1,1,0,0,0,0,0,"D6064748","search engines","Health Pulse"
"1026","1145978",1,7,0,0,4,0,4,"D6214801","missing","Print Only"
"1027","1145983",1,2,0,0,2,0,1,"D6161252","search engines","Digital Only"
"1028","1145990",0,1,0,0,0,0,0,"D6064966","search engines","Digital Only"
"1029","1146008",0,1,0,0,0,0,0,"D6065223","search engines","Digital Only"
"1030","1146026",0,1,0,0,0,0,0,"D6065314","missing","Digital Only"
"1031","1146041",0,1,0,0,1,0,0,"D6065358","social networks","Digital Only"
"1032","1146044",0,1,0,0,0,0,0,"D6065364","search engines","Digital Only"
"1033","1146062",3,1,1,1,0,0,1,"D6065943","social networks","Digital Only"
"1034","1146065",0,1,0,0,0,0,0,"D6065951","search engines","Digital Only"
"1035","1146073",0,1,0,0,0,0,0,"D6066016","search engines","Digital Only"
"1036","1146075",0,1,0,0,0,0,0,"D6066034","typed/bookmarked","Digital and Print"
"1037","1146077",3,12,5,0,2,0,5,"D6283787","typed/bookmarked","Digital Only"
"1038","1146079",0,1,0,0,0,0,1,"D6066042","search engines","Digital Only"
"1039","1146090",1,1,0,0,0,0,0,"D6066080","search engines","Digital Only"
"1040","1146092",1,16,0,0,8,0,12,"D6296242","search engines","Digital Only"
"1041","1146107",0,1,0,0,0,0,0,"D6066174","typed/bookmarked","Health Pulse"
"1042","1146111",0,1,0,0,0,0,0,"D6066180","other web sites","Health Pulse"
"1043","1146112",0,1,0,0,0,0,0,"D6066182","social networks","Digital Only"
"1044","1146114",0,1,0,0,1,0,0,"D6066217","social networks","Digital Only"
"1045","1146159",1,4,0,4,0,0,0,"D6154217","other web sites","Digital Only"
"1046","1146165",1,5,1,0,1,0,3,"D6214785","other web sites","Digital Only"
"1047","1146168",1,1,0,0,0,0,0,"D6066937","typed/bookmarked","Digital Only"
"1048","1146186",1,2,0,0,1,0,0,"D6074830","search engines","Digital Only"
"1049","1146189",0,1,0,0,0,0,0,"D6067032","search engines","Digital Only"
"1050","1146209",3,5,0,0,1,0,4,"D6287409","typed/bookmarked","Digital Only"
"1051","1146210",0,1,0,0,0,0,0,"D6072768","missing","Health Pulse"
"1052","1146212",1,1,0,0,0,0,0,"D6072776","search engines","Digital Only"
"1053","1146216",3,1,0,0,1,0,0,"D6072781","typed/bookmarked","Digital Only"
"1054","1146218",1,1,0,0,0,0,0,"D6072794","missing","Digital Only"
"1055","1146222",3,1,0,0,0,1,0,"D6072810","typed/bookmarked","Digital Only"
"1056","1146228",0,1,0,0,0,0,0,"D6072837","search engines","Health Pulse"
"1057","1146230",0,1,0,0,0,0,0,"D6072853","search engines","Digital Only"
"1058","1146232",1,1,0,0,0,0,1,"D6072882","search engines","Digital Only"
"1059","1146234",0,1,0,0,0,0,0,"D6072879","search engines","Health Pulse"
"1060","1146235",1,1,0,0,0,0,0,"D6072890","search engines","Digital Only"
"1061","1146251",1,1,0,0,0,0,0,"D6072966","typed/bookmarked","Digital Only"
"1062","1146253",0,1,0,0,0,0,0,"D6072982","search engines","Digital Only"
"1063","1146254",0,1,0,0,0,0,0,"D6073007","typed/bookmarked","Digital Only"
"1064","1146263",0,1,0,0,0,0,0,"D6073068","missing","Digital Only"
"1065","1146277",1,1,0,0,0,0,0,"D6073194","social networks","Digital Only"
"1066","1146279",1,1,0,0,0,0,0,"D6073196","other web sites","Digital Only"
"1067","1146290",1,1,0,0,0,0,0,"D6073259","search engines","Digital Only"
"1068","1146293",3,1,0,0,1,0,2,"D6073268","typed/bookmarked","Digital Only"
"1069","1146298",3,1,0,0,0,0,1,"D6073329","typed/bookmarked","Digital Only"
"1070","1146300554045007507_1441040890563056524",0,1,0,0,0,0,0,"D6214751","search engines","Digital Only"
"1071","1146307",0,1,0,0,0,0,0,"D6073411","search engines","Digital Only"
"1072","1146313",0,1,0,0,0,0,0,"D6073440","typed/bookmarked","Digital Only"
"1073","1146317",0,1,0,0,0,0,0,"D6073519","search engines","Digital Only"
"1074","1146320",0,1,0,0,0,0,0,"D6073566","search engines","Digital Only"
"1075","1146345",1,1,0,0,0,0,0,"D6073688","search engines","Digital Only"
"1076","1146350",1,1,0,0,0,0,0,"D6073714","typed/bookmarked","Digital Only"
"1077","1146354",0,1,0,0,0,0,0,"D6073745","search engines","Digital Only"
"1078","1146364",1,4,0,0,1,0,2,"D6090385","typed/bookmarked","Digital Only"
"1079","1146374",0,1,0,0,0,0,0,"D6074009","search engines","Digital Only"
"1080","1146378",1,12,0,0,2,0,15,"D6154492","typed/bookmarked","Digital Only"
"1081","1146393",0,1,0,0,0,0,0,"D6074581","social networks","Digital Only"
"1082","1146395",0,1,0,0,0,0,0,"D6074586","typed/bookmarked","Digital Only"
"1083","1146396",0,1,0,0,0,0,0,"D6074587","social networks","Digital Only"
"1084","1146402",0,1,0,0,0,0,0,"D6074620","typed/bookmarked","Health Pulse"
"1085","1146412",0,1,0,0,0,0,0,"D6074688","typed/bookmarked","Digital Only"
"1086","1146414",0,1,0,0,0,0,0,"D6074703","missing","Digital Only"
"1087","1146419",0,1,0,1,0,0,0,"D6074728","search engines","Digital Only"
"1088","1146422",3,1,0,0,2,0,0,"D6074740","other web sites","Digital Only"
"1089","1146428",1,3,0,0,0,0,3,"D6308038","search engines","Digital Only"
"1090","1146446",1,1,0,0,0,0,0,"D6074995","search engines","Digital Only"
"1091","1146453",1,4,0,0,0,0,3,"D6282016","typed/bookmarked","Digital Only"
"1092","1146463",1,2,1,0,0,0,1,"D6076561","typed/bookmarked","Health Pulse"
"1093","1146475",1,1,0,0,0,0,0,"D6075152","typed/bookmarked","Digital and Print"
"1094","1146476",1,4,0,0,0,0,5,"D6164061","other web sites","Digital Only"
"1095","1146477",1,3,0,0,1,0,2,"D6076487","typed/bookmarked","Digital Only"
"1096","1146487",0,1,0,0,0,0,0,"D6075297","social networks","Digital Only"
"1097","1146491",3,1,0,0,0,0,1,"D6075320","social networks","Digital Only"
"1098","1146503",1,3,1,0,1,0,1,"D6102269","typed/bookmarked","Digital Only"
"1099","1146524",0,1,0,0,0,0,0,"D6075591","search engines","Digital Only"
"1100","1146528",1,2,0,0,1,0,0,"D6075806","typed/bookmarked","Digital Only"
"1101","1146529",1,1,0,0,0,0,0,"D6075664","typed/bookmarked","Digital Only"
"1102","1146554",3,1,0,1,0,0,1,"D6075753","typed/bookmarked","Digital Only"
"1103","1146601",0,1,0,0,0,0,0,"D6076151","other web sites","Print Only"
"1104","1146603",0,1,0,0,0,0,0,"D6076154","missing","Digital Only"
"1105","1146604",0,1,0,0,0,0,1,"D6076186","search engines","Digital Only"
"1106","1146621",0,1,0,0,0,0,0,"D6076319","search engines","Digital Only"
"1107","1146625",0,1,0,0,0,0,0,"D6076281","typed/bookmarked","Digital Only"
"1108","1146628",0,1,0,0,0,0,0,"D6076293","search engines","Digital Only"
"1109","1146636",1,1,0,0,0,0,0,"D6076360","search engines","Digital Only"
"1110","1146638",1,3,0,0,1,0,1,"D6315259","typed/bookmarked","Digital Only"
"1111","1146642",0,1,0,0,0,0,0,"D6076376","search engines","Digital and Print"
"1112","1146653",0,1,0,0,0,0,0,"D6076408","typed/bookmarked","Digital Only"
"1113","1146656",0,1,0,0,0,0,0,"D6076411","search engines","Digital Only"
"1114","1146666",0,1,0,0,0,1,0,"D6076507","search engines","Digital Only"
"1115","1146673",0,1,0,0,0,0,0,"D6076565","search engines","Digital Only"
"1116","1146675",0,1,0,0,0,0,0,"D6076567","search engines","Digital Only"
"1117","1146676",0,1,0,0,0,0,0,"D6076572","typed/bookmarked","Digital Only"
"1118","1146688",1,2,0,0,1,0,0,"D6200368","typed/bookmarked","Digital Only"
"1119","1146692",0,1,0,0,0,0,0,"D6078590","social networks","Digital Only"
"1120","1146694",1,1,0,0,0,0,2,"D6078657","other web sites","Digital Only"
"1121","1146697",1,1,0,0,0,0,0,"D6078610","typed/bookmarked","Digital Only"
"1122","1146730",1,19,2,0,4,0,17,"D6314403","typed/bookmarked","Digital Only"
"1123","1146732",3,1,1,0,1,0,0,"D6079050","search engines","Digital Only"
"1124","1146749",1,1,0,0,0,0,0,"D6079280","social networks","Health Pulse"
"1125","1146751",3,1,1,0,0,0,1,"D6079293","social networks","Digital Only"
"1126","1146757",0,1,0,0,0,0,0,"D6079321","search engines","Digital Only"
"1127","1146765",1,1,0,0,0,0,1,"D6079346","search engines","Digital Only"
"1128","1146766",1,1,0,1,0,0,0,"D6079351","search engines","Digital Only"
"1129","1146774",1,3,0,0,1,0,1,"D6090202","typed/bookmarked","Digital Only"
"1130","1146784",0,1,0,0,0,0,0,"D6079398","search engines","Digital Only"
"1131","1146793",1,1,0,0,0,0,0,"D6095356","search engines","Digital and Print"
"1132","1146815",0,1,0,0,0,0,0,"D6088486","typed/bookmarked","Digital Only"
"1133","1146816",0,1,0,0,0,0,0,"D6088487","search engines","Digital and Print"
"1134","1146833",1,1,0,0,0,0,0,"D6088542","social networks","Digital Only"
"1135","1146841",1,3,1,0,1,0,3,"D6102353","typed/bookmarked","Digital Only"
"1136","1146848",1,1,0,0,0,0,1,"D6088628","social networks","Digital Only"
"1137","1146858",1,1,0,0,0,0,0,"D6088711","social networks","Digital Only"
"1138","1146878",0,1,0,0,0,0,0,"D6088822","typed/bookmarked","Digital Only"
"1139","1146887",0,1,0,0,0,0,1,"D6088888","social networks","Digital Only"
"1140","1146889",0,1,0,0,0,0,0,"D6088903","missing","Health Pulse"
"1141","1146891",0,1,0,0,0,0,0,"D6088915","social networks","Digital Only"
"1142","1146893",0,1,0,0,0,0,0,"D6088919","typed/bookmarked","Digital Only"
"1143","1146899",1,1,0,0,0,0,1,"D6089146","missing","Health Pulse"
"1144","1146902",0,1,0,0,0,0,0,"D6088967","typed/bookmarked","Digital Only"
"1145","1146907",1,1,0,0,0,0,1,"D6089013","search engines","Digital Only"
"1146","1146913",0,1,0,0,0,0,0,"D6089049","typed/bookmarked","Health Pulse"
"1147","1146916",1,4,0,0,0,0,6,"D6175987","typed/bookmarked","Health Pulse"
"1148","1146922",0,1,0,0,0,0,0,"D6089192","search engines","Digital Only"
"1149","1146955",1,1,0,0,0,0,0,"D6089307","search engines","Digital Only"
"1150","1146968",0,1,0,0,0,0,0,"D6089448","search engines","Digital Only"
"1151","1147035",0,1,0,0,0,0,0,"D6089977","typed/bookmarked","Digital Only"
"1152","1147037",1,2,0,0,0,0,1,"D6091558","typed/bookmarked","Digital Only"
"1153","1147042",1,1,0,0,1,0,2,"D6090100","other web sites","Digital Only"
"1154","1147046",0,1,0,0,0,0,0,"D6090167","search engines","Digital Only"
"1155","1147050",1,1,0,0,0,0,0,"D6090188","typed/bookmarked","Digital Only"
"1156","1147078",1,1,0,0,0,0,3,"D6090314","social networks","Digital Only"
"1157","1147079",0,1,0,0,0,0,0,"D6090316","typed/bookmarked","Digital Only"
"1158","1147090",0,1,0,0,0,0,0,"D6090355","typed/bookmarked","Digital Only"
"1159","1147105",1,1,0,0,0,0,0,"D6090413","typed/bookmarked","Digital Only"
"1160","1147118",1,1,0,0,0,0,0,"D6091684","typed/bookmarked","Digital Only"
"1161","1147127",0,1,0,0,0,0,0,"D6091707","typed/bookmarked","Digital Only"
"1162","1147140",0,1,0,0,0,0,0,"D6091713","other web sites","Digital Only"
"1163","1147147",0,1,0,0,0,0,0,"D6091723","search engines","Digital Only"
"1164","1147155",1,2,0,1,0,0,1,"D6260718","other web sites","Digital Only"
"1165","1147200",1,4,1,0,0,0,2,"D6270898","typed/bookmarked","Digital Only"
"1166","1147296",0,1,0,0,0,0,0,"D6095190","search engines","Digital Only"
"1167","1147299",0,1,0,0,0,0,0,"D6095191","typed/bookmarked","Digital Only"
"1168","1147327",1,12,0,0,0,0,16,"D6282168","typed/bookmarked","Digital Only"
"1169","1147330",0,1,0,0,0,0,0,"D6095384","search engines","Digital Only"
"1170","1147331",0,1,0,0,0,0,0,"D6095385","search engines","Digital Only"
"1171","1147341",3,1,0,0,0,0,1,"D6095421","social networks","Digital Only"
"1172","1147368",0,1,0,0,0,0,0,"D6096001","social networks","Digital Only"
"1173","1147374",1,2,0,0,0,1,0,"D6096084","search engines","Digital Only"
"1174","1147392",0,1,0,0,0,0,1,"D6096079","other web sites","Digital Only"
"1175","1147394",0,1,0,0,0,0,0,"D6096085","search engines","Digital Only"
"1176","1147401",0,1,0,0,0,0,0,"D6096102","typed/bookmarked","Digital Only"
"1177","1147439",1,1,0,0,0,0,0,"D6102347","typed/bookmarked","Digital Only"
"1178","1147444",0,1,0,0,0,0,0,"D6102372","typed/bookmarked","Digital Only"
"1179","1147446",1,1,0,0,0,1,0,"D6102745","search engines","Digital Only"
"1180","1147463",0,1,0,0,0,0,0,"D6102883","search engines","Digital Only"
"1181","1147467",0,1,0,0,0,0,0,"D6102911","typed/bookmarked","Health Pulse"
